PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;79;16;12;28079016_12_8;2022;1;65;V;85;V;113;V;80;V;27;V;46;V;86;V;104;V;51;V;72;V;61;V;89;V;61;V;60;V;70;V;74;V;104;V;139;V;145;V;72;V;45;V;51;V;42;V;50;V;58;V;56;V;66;V;104;V;60;V;80;V;118;V
28;79;16;12;28079016_12_8;2022;2;15;V;179;V;119;V;116;V;31;V;37;V;84;V;54;V;85;V;101;V;134;V;47;V;28;V;23;V;55;V;87;V;157;V;87;V;17;V;38;V;53;V;45;V;71;V;68;V;35;V;25;V;29;V;70;V;0;N;0;N;0;N
28;79;16;12;28079016_12_8;2022;3;64;V;30;V;92;V;16;V;28;V;12;V;31;V;35;V;61;V;46;V;40;V;22;V;19;V;32;V;40;V;31;V;16;V;24;V;21;V;11;V;31;V;19;V;27;V;35;V;23;V;15;V;19;V;38;V;34;V;24;V;26;V
28;79;16;12;28079016_12_8;2022;4;14;V;10;V;12;V;19;V;24;V;33;V;42;V;24;V;22;V;18;V;25;V;29;V;27;V;11;V;17;V;19;V;24;V;21;V;22;V;12;V;30;V;29;V;13;V;19;V;30;V;40;V;39;V;40;V;20;V;45;V;0;N
28;79;16;12;28079016_12_8;2022;5;19;V;15;V;14;V;14;V;22;V;16;V;18;V;12;V;27;V;29;V;36;V;25;V;30;V;22;V;10;V;25;V;28;V;33;V;26;V;21;V;17;V;14;V;21;V;15;V;11;V;11;V;18;V;15;V;17;V;15;V;33;V
28;79;16;12;28079016_12_8;2022;6;25;V;25;V;28;V;24;V;13;V;40;V;29;V;18;V;15;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;79;16;12;28079016_12_8;2022;9;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;24;V;36;V;40;V;41;V;31;V;25;V;9;V;18;V;48;V;42;V;21;V;22;V;0;N
28;79;16;12;28079016_12_8;2022;10;49;V;35;V;65;V;114;V;76;V;35;V;54;V;28;V;26;V;43;V;30;V;26;V;51;V;97;V;49;V;45;V;37;V;69;V;56;V;28;V;29;V;19;V;18;V;65;V;44;V;103;V;58;V;51;V;30;V;43;V;48;V
28;79;16;12;28079016_12_8;2022;11;44;V;72;V;60;V;55;V;77;V;44;V;108;V;72;V;40;V;75;V;36;V;23;V;52;V;75;V;27;V;23;V;20;V;22;V;14;V;24;V;18;V;23;V;23;V;40;V;30;V;72;V;52;V;54;V;126;V;119;V;0;N
28;79;16;14;28079016_14_6;2022;1;24;V;19;V;9;V;24;V;47;V;29;V;28;V;13;V;35;V;33;V;33;V;29;V;35;N;37;N;33;V;27;V;23;V;25;V;23;V;30;V;34;V;39;V;37;V;28;V;31;V;32;V;34;V;35;V;39;V;41;V;30;V
28;79;16;14;28079016_14_6;2022;2;60;V;26;V;17;V;14;V;44;V;50;V;36;V;41;V;33;V;19;N;27;N;32;V;48;V;59;V;41;V;33;V;16;V;25;V;51;V;44;V;39;V;43;V;38;V;35;V;40;V;43;V;55;V;30;V;0;N;0;N;0;N
28;79;16;14;28079016_14_6;2022;3;37;V;58;V;24;V;71;V;61;V;71;V;50;V;56;V;32;V;34;V;40;V;50;V;58;V;42;V;31;V;37;V;52;V;42;V;44;V;61;V;49;V;61;V;51;V;40;V;43;V;54;V;50;V;49;V;47;V;44;V;60;V
28;79;16;14;28079016_14_6;2022;4;65;V;71;V;65;V;65;V;60;V;57;V;49;V;48;V;47;V;42;V;52;V;54;V;45;V;61;V;54;V;58;V;62;V;63;V;50;V;65;V;72;V;62;V;75;V;74;V;64;V;56;V;55;V;45;V;77;V;51;V;0;N
28;79;16;14;28079016_14_6;2022;5;61;V;61;V;67;V;70;V;70;V;77;V;76;V;77;V;77;V;80;V;71;V;80;V;76;V;73;V;70;V;56;V;48;V;54;V;69;V;75;V;78;V;77;V;71;V;66;V;75;V;73;V;56;V;78;V;77;V;78;V;58;V
28;79;16;14;28079016_14_6;2022;6;55;V;58;V;61;V;60;V;74;V;59;V;59;V;51;V;33;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N
28;79;16;14;28079016_14_6;2022;9;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;64;V;63;V;61;V;60;V;70;V;67;V;65;V;69;V;45;V;45;V;57;V;55;V;0;N
28;79;16;14;28079016_14_6;2022;10;42;V;56;V;43;V;26;V;44;V;51;V;47;V;48;V;57;V;35;V;37;V;42;V;35;V;25;V;44;V;45;V;35;V;26;V;29;V;46;V;36;V;48;V;50;V;26;V;30;V;14;V;20;V;28;V;52;V;34;V;17;V
28;79;16;14;28079016_14_6;2022;11;34;V;27;V;35;V;37;V;27;V;30;V;16;V;17;V;34;V;22;V;29;V;45;V;32;V;21;V;46;V;46;V;47;V;53;V;67;V;47;V;54;V;55;V;41;V;35;V;48;V;23;V;24;V;42;V;22;V;12;V;0;N
28;79;17;7;28079017_7_8;2022;1;101;V;87;V;153;V;56;V;5;V;16;V;64;V;53;V;3;V;16;V;54;V;84;V;71;V;81;V;97;V;103;V;128;V;163;V;172;V;94;V;58;V;36;V;25;V;39;V;8;V;45;V;114;V;131;V;126;V;90;V;101;V
28;79;17;7;28079017_7_8;2022;2;6;V;115;V;95;V;52;V;4;V;35;V;53;V;50;V;88;V;104;V;91;V;45;V;6;V;5;V;21;V;24;V;79;V;61;V;4;V;21;V;34;V;26;V;70;V;67;V;4;V;2;V;8;V;35;V;0;N;0;N;0;N
28;79;17;7;28079017_7_8;2022;3;48;V;6;V;19;V;3;V;8;V;2;V;4;V;5;V;14;V;8;V;5;V;5;V;3;V;4;V;5;V;11;V;2;V;3;V;3;V;2;V;3;V;2;V;2;V;4;V;3;V;3;V;2;V;13;V;6;V;9;V;5;V
28;79;17;7;28079017_7_8;2022;4;3;V;4;V;2;V;4;V;4;V;5;V;7;V;5;V;5;V;3;V;8;V;5;V;18;V;2;V;6;V;8;V;9;V;5;V;8;V;2;V;7;V;4;V;4;V;4;V;23;V;8;V;4;V;17;V;4;V;9;V;0;N
28;79;17;7;28079017_7_8;2022;5;4;V;3;V;2;V;2;V;4;V;3;V;4;V;3;V;5;V;6;V;9;V;3;V;6;V;7;V;2;V;5;V;12;V;17;V;3;V;2;V;3;V;3;V;4;V;4;V;3;V;2;V;3;V;4;V;3;V;3;V;5;V
28;79;17;7;28079017_7_8;2022;6;4;V;4;V;4;V;4;V;2;V;10;V;7;V;6;V;3;V;8;V;6;V;2;V;5;V;16;V;7;V;4;V;3;V;3;V;2;V;4;V;3;V;3;V;3;V;4;V;3;V;2;V;2;V;4;V;5;V;4;V;0;N
28;79;17;7;28079017_7_8;2022;7;2;V;2;V;2;V;3;V;4;V;2;V;2;V;4;V;3;V;2;V;3;V;5;V;7;V;2;V;2;V;2;V;2;V;2;V;3;V;8;V;6;V;3;V;6;V;4;V;3;V;3;V;2;V;4;V;5;V;2;V;2;V
28;79;17;7;28079017_7_8;2022;8;3;V;2;V;7;V;4;V;3;V;5;V;3;V;4;V;2;N;2;V;3;V;9;V;15;V;3;V;1;V;2;V;3;V;1;V;2;V;1;V;2;V;1;V;6;V;10;V;3;V;2;V;2;V;2;V;3;V;9;V;3;V
28;79;17;7;28079017_7_8;2022;9;15;V;4;V;3;V;2;V;7;V;6;V;5;V;5;V;10;V;13;V;42;V;8;V;5;V;8;V;6;V;21;V;11;V;2;V;4;V;13;V;17;V;9;V;5;V;5;V;1;V;3;V;15;V;23;V;4;V;15;V;0;N
28;79;17;7;28079017_7_8;2022;10;38;V;29;V;49;V;68;V;48;V;9;V;36;V;25;V;16;V;19;V;6;V;10;V;23;V;51;V;53;V;21;V;23;V;68;V;69;V;6;V;5;V;4;V;3;V;34;V;33;V;66;V;43;V;58;V;17;V;35;V;17;V
28;79;17;7;28079017_7_8;2022;11;26;V;49;V;26;V;13;V;70;V;64;V;80;V;30;V;26;V;83;V;11;V;5;V;33;V;33;V;9;V;6;V;5;V;6;V;4;V;4;V;4;V;4;V;5;V;7;V;16;V;71;V;58;V;6;V;78;V;102;V;0;N
28;79;17;8;28079017_8_8;2022;1;59;V;55;V;70;V;40;V;30;V;37;V;63;V;55;V;19;V;31;V;63;V;63;V;66;V;65;V;77;V;73;V;86;V;99;V;102;V;70;V;59;V;52;V;49;V;61;V;53;V;58;V;84;V;98;V;94;V;92;V;95;V
28;79;17;8;28079017_8_8;2022;2;29;V;87;V;81;V;74;V;29;V;44;V;67;V;59;V;80;V;91;V;80;V;64;V;30;V;27;V;45;V;47;V;74;V;72;V;22;V;50;V;58;V;57;V;78;V;82;V;39;V;26;V;29;V;58;V;0;N;0;N;0;N
28;79;17;8;28079017_8_8;2022;3;58;V;29;V;52;V;22;V;32;V;12;V;28;V;29;V;47;V;47;V;32;V;22;V;18;V;32;V;45;V;44;V;14;V;26;V;26;V;11;V;26;V;14;V;26;V;34;V;28;V;23;V;21;V;33;V;35;V;43;V;29;V
28;79;17;8;28079017_8_8;2022;4;19;V;19;V;12;V;21;V;27;V;24;V;23;V;18;V;17;V;19;V;21;V;27;V;32;V;12;V;28;V;36;V;38;V;33;V;32;V;14;V;26;V;22;V;14;V;23;V;52;V;44;V;31;V;46;V;29;V;41;V;0;N
28;79;17;8;28079017_8_8;2022;5;29;V;21;V;18;V;16;V;28;V;20;V;21;V;21;V;29;V;36;V;42;V;29;V;41;V;41;V;14;V;27;V;34;V;47;V;27;V;20;V;22;V;16;V;16;V;19;V;15;V;13;V;20;V;29;V;27;V;13;V;28;V
28;79;17;8;28079017_8_8;2022;6;19;V;21;V;26;V;23;V;13;V;35;V;28;V;17;V;16;V;29;V;27;V;16;V;35;V;48;V;36;V;29;V;21;V;26;V;8;V;18;V;19;V;12;V;13;V;18;V;12;V;13;V;16;V;24;V;29;V;20;V;0;N
28;79;17;8;28079017_8_8;2022;7;17;V;13;V;13;V;26;V;39;V;19;V;11;V;23;V;27;V;21;V;30;V;33;V;53;V;29;V;28;V;18;V;23;V;19;V;19;V;43;V;45;V;29;V;49;V;36;V;26;V;25;V;16;V;30;V;36;V;15;V;23;V
28;79;17;8;28079017_8_8;2022;8;34;V;23;V;35;V;29;V;30;V;29;V;15;V;26;V;19;N;13;V;23;V;35;V;33;V;15;V;16;V;17;V;18;V;11;V;19;V;29;V;36;V;17;V;23;V;48;V;25;V;12;V;19;V;9;V;19;V;40;V;20;V
28;79;17;8;28079017_8_8;2022;9;40;V;16;V;13;V;17;V;32;V;19;V;22;V;19;V;25;V;33;V;49;V;26;V;15;V;23;V;26;V;41;V;31;V;17;V;20;V;34;V;48;V;36;V;25;V;27;V;5;V;18;V;44;V;36;V;19;V;28;V;0;N
28;79;17;8;28079017_8_8;2022;10;50;V;57;V;77;V;83;V;64;V;36;V;48;V;46;V;26;V;47;V;33;V;36;V;52;V;56;V;52;V;46;V;42;V;55;V;40;V;24;V;20;V;15;V;15;V;45;V;48;V;55;V;53;V;59;V;40;V;49;V;40;V
28;79;17;8;28079017_8_8;2022;11;39;V;48;V;30;V;30;V;52;V;45;V;54;V;47;V;33;V;50;V;32;V;23;V;40;V;34;V;18;V;15;V;14;V;19;V;13;V;15;V;11;V;14;V;13;V;24;V;32;V;50;V;41;V;22;V;54;V;61;V;0;N
28;79;17;12;28079017_12_8;2022;1;214;V;189;V;305;V;126;V;38;V;62;V;162;V;136;V;24;V;56;V;147;V;192;V;174;V;190;V;226;V;231;V;281;V;349;V;367;V;215;V;148;V;107;V;86;V;120;V;66;V;126;V;258;V;299;V;287;V;230;V;249;V
28;79;17;12;28079017_12_8;2022;2;39;V;263;V;227;V;153;V;36;V;97;V;147;V;135;V;216;V;251;V;220;V;133;V;39;V;35;V;77;V;83;V;194;V;166;V;28;V;82;V;110;V;98;V;185;V;185;V;46;V;30;V;41;V;111;V;0;N;0;N;0;N
28;79;17;12;28079017_12_8;2022;3;131;V;39;V;80;V;26;V;44;V;14;V;34;V;37;V;69;V;60;V;40;V;30;V;22;V;38;V;53;V;61;V;17;V;31;V;31;V;13;V;31;V;17;V;29;V;40;V;33;V;27;V;24;V;53;V;44;V;57;V;37;V
28;79;17;12;28079017_12_8;2022;4;23;V;24;V;15;V;26;V;33;V;31;V;34;V;26;V;25;V;24;V;34;V;35;V;60;V;15;V;37;V;49;V;53;V;40;V;43;V;17;V;37;V;28;V;20;V;28;V;88;V;56;V;38;V;72;V;35;V;54;V;0;N
28;79;17;12;28079017_12_8;2022;5;35;V;25;V;21;V;19;V;34;V;25;V;26;V;26;V;36;V;46;V;56;V;34;V;51;V;51;V;18;V;34;V;52;V;73;V;32;V;24;V;27;V;21;V;21;V;24;V;20;V;16;V;25;V;34;V;32;V;17;V;36;V
28;79;17;12;28079017_12_8;2022;6;25;V;27;V;32;V;29;V;17;V;49;V;38;V;26;V;21;V;42;V;36;V;19;V;42;V;72;V;47;V;35;V;25;V;31;V;12;V;24;V;24;V;17;V;17;V;24;V;16;V;16;V;20;V;30;V;37;V;26;V;0;N
28;79;17;12;28079017_12_8;2022;7;21;V;16;V;17;V;31;V;46;V;23;V;14;V;29;V;31;V;25;V;35;V;40;V;63;V;32;V;31;V;21;V;26;V;21;V;24;V;55;V;54;V;33;V;58;V;42;V;31;V;30;V;20;V;37;V;44;V;18;V;27;V
28;79;17;12;28079017_12_8;2022;8;39;V;26;V;46;V;35;V;35;V;36;V;19;V;32;V;22;N;16;V;28;V;48;V;56;V;19;V;19;V;19;V;23;V;12;V;22;V;31;V;39;V;19;V;33;V;63;V;30;V;16;V;22;V;12;V;24;V;54;V;25;V
28;79;17;12;28079017_12_8;2022;9;62;V;21;V;18;V;20;V;42;V;28;V;30;V;26;V;40;V;52;V;113;V;39;V;22;V;35;V;35;V;72;V;47;V;21;V;26;V;54;V;75;V;50;V;33;V;34;V;7;V;23;V;67;V;72;V;26;V;51;V;0;N
28;79;17;12;28079017_12_8;2022;10;108;V;102;V;153;V;186;V;138;V;50;V;103;V;84;V;51;V;76;V;42;V;52;V;86;V;134;V;133;V;79;V;77;V;160;V;146;V;32;V;28;V;21;V;21;V;97;V;98;V;156;V;119;V;147;V;67;V;104;V;66;V
28;79;17;12;28079017_12_8;2022;11;79;V;123;V;69;V;51;V;159;V;143;V;177;V;93;V;73;V;177;V;50;V;31;V;91;V;84;V;32;V;23;V;22;V;28;V;19;V;22;V;17;V;20;V;22;V;34;V;57;V;159;V;129;V;31;V;174;V;217;V;0;N
28;79;17;14;28079017_14_6;2022;1;10;V;8;V;7;V;21;V;50;V;30;V;19;V;16;V;55;V;38;V;11;V;21;V;17;V;20;V;13;V;12;V;10;V;6;V;7;V;20;V;21;V;34;V;28;V;19;V;30;V;28;V;18;V;17;V;18;V;15;V;12;V
28;79;17;14;28079017_14_6;2022;2;58;V;15;V;12;V;10;V;51;V;51;V;23;V;42;V;19;V;11;V;14;V;22;V;48;V;64;V;44;V;41;V;17;V;18;V;57;V;36;V;33;V;39;V;26;V;18;V;35;V;46;V;56;V;24;V;0;N;0;N;0;N
28;79;17;14;28079017_14_6;2022;3;29;V;58;V;25;V;74;V;60;V;79;V;53;V;60;V;37;V;38;V;55;V;63;V;77;V;57;V;38;V;42;V;73;V;57;V;55;V;83;V;65;V;78;V;68;V;54;V;49;V;67;V;64;V;55;V;57;V;37;V;68;V
28;79;17;14;28079017_14_6;2022;4;75;V;89;V;92;V;80;V;74;V;76;V;66;V;61;V;57;V;49;V;65;V;65;V;49;V;82;V;62;V;56;V;58;V;67;V;54;V;80;V;75;V;66;V;77;V;67;V;49;V;50;V;58;V;33;V;75;V;46;V;0;N
28;79;17;14;28079017_14_6;2022;5;55;V;63;V;71;V;76;V;69;V;77;V;78;V;76;V;75;V;76;V;65;V;81;V;66;V;61;V;71;V;51;V;41;V;46;V;72;V;82;V;84;V;78;V;82;V;71;V;80;V;84;V;64;V;75;V;74;V;83;V;62;V
28;79;17;14;28079017_14_6;2022;6;59;V;62;V;61;V;62;V;76;V;58;V;56;V;49;V;55;V;68;V;72;V;92;V;67;V;48;V;59;V;68;V;67;V;74;V;75;V;69;V;76;V;71;V;73;V;68;V;69;V;83;V;83;V;79;V;80;V;68;V;0;N
28;79;17;14;28079017_14_6;2022;7;83;V;80;V;79;V;75;V;66;V;81;V;101;V;98;V;101;V;100;V;89;V;95;V;87;V;104;V;92;V;100;V;91;V;103;V;82;N;76;V;69;V;78;V;70;V;59;V;75;V;70;V;74;V;73;V;62;V;63;V;70;V
28;79;17;14;28079017_14_6;2022;8;81;V;83;V;87;V;85;V;87;V;86;V;80;V;62;V;78;V;88;V;79;V;64;V;44;V;67;V;89;V;88;V;69;V;80;V;81;V;72;V;62;V;64;V;56;V;52;V;76;V;76;V;73;V;77;V;67;V;56;V;85;V
28;79;17;14;28079017_14_6;2022;9;68;V;70;V;71;V;72;V;53;V;55;V;64;V;49;V;45;V;49;V;40;V;48;V;47;V;46;V;44;V;35;V;61;V;63;V;64;V;59;V;47;V;57;V;66;V;63;V;71;V;72;V;36;V;43;V;57;V;53;V;0;N
28;79;17;14;28079017_14_6;2022;10;37;V;39;V;6;N;22;V;33;V;49;V;40;V;35;V;58;V;25;V;37;V;35;V;28;V;27;V;34;V;36;V;30;V;21;V;31;V;45;V;44;V;48;V;49;V;22;V;21;V;17;V;14;V;16;V;43;V;22;V;15;V
28;79;17;14;28079017_14_6;2022;11;24;V;17;N;35;V;38;V;19;V;21;V;15;V;16;V;33;V;14;V;23;V;45;V;30;V;27;V;52;V;53;V;50;V;56;V;68;V;51;V;60;V;60;V;48;V;41;V;46;V;15;V;19;V;53;V;21;V;12;V;0;N
28;79;18;7;28079018_7_8;2022;1;43;V;38;V;51;V;28;V;3;V;10;V;14;V;18;V;2;V;12;V;22;V;29;V;35;V;29;V;20;V;23;V;61;V;68;V;64;V;27;V;19;V;13;V;12;V;20;V;5;V;29;V;44;V;40;V;31;V;31;V;38;V
28;79;18;7;28079018_7_8;2022;2;5;V;47;V;33;V;33;V;4;V;13;V;24;V;26;V;30;V;33;V;27;V;11;V;6;V;2;V;11;V;19;V;37;V;33;V;3;V;7;V;18;V;11;V;23;V;26;V;5;V;2;V;3;V;16;V;0;N;0;N;0;N
28;79;18;7;28079018_7_8;2022;3;21;V;3;V;21;V;3;V;3;V;1;V;4;V;2;V;13;V;6;V;3;V;2;V;1;V;2;V;5;V;5;V;2;V;2;V;2;V;1;V;2;V;2;V;2;V;4;V;2;V;1;V;1;V;7;V;3;V;3;V;2;V
28;79;18;7;28079018_7_8;2022;4;2;V;1;V;1;V;2;V;3;V;2;V;6;V;2;V;2;V;2;V;3;V;3;V;5;V;1;V;2;V;2;V;2;V;3;V;5;V;2;V;5;V;3;V;1;V;2;V;7;V;5;V;2;V;12;V;2;V;7;V;0;N
28;79;18;7;28079018_7_8;2022;5;3;V;2;V;2;V;2;V;3;V;3;V;1;V;1;V;5;V;4;V;4;V;2;V;5;V;3;V;2;V;4;V;4;V;6;V;3;V;2;V;1;V;1;V;2;V;2;V;3;V;2;V;3;V;1;V;1;V;1;V;5;V
28;79;18;7;28079018_7_8;2022;6;3;V;3;V;2;V;2;V;1;V;6;V;5;V;2;V;2;V;3;V;1;V;1;V;4;V;6;V;4;V;3;V;2;V;2;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;4;V;2;V;0;N
28;79;18;7;28079018_7_8;2022;7;2;V;1;V;1;V;2;V;2;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;3;V;2;V;2;V;1;V;2;V;1;V;2;V;3;V;2;V;1;V;2;V;2;V;1;V;2;V;2;V;2;V;3;V;1;V;2;V
28;79;18;7;28079018_7_8;2022;8;2;V;2;V;3;V;2;V;2;V;1;V;1;V;3;V;2;V;1;V;2;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;2;V;2;V;1;V;1;V;1;V;2;V;5;V;1;V
28;79;18;7;28079018_7_8;2022;9;4;V;2;V;1;V;1;V;5;V;2;V;3;V;2;V;2;V;3;V;8;V;4;V;3;V;5;V;2;V;9;V;2;V;1;V;2;V;4;V;7;V;6;V;2;V;2;V;1;V;2;V;8;V;12;V;2;V;7;V;0;N
28;79;18;7;28079018_7_8;2022;10;9;V;3;V;17;V;20;V;21;V;7;V;11;V;5;V;4;V;4;V;4;V;3;V;12;V;24;V;11;V;6;V;9;V;24;V;26;V;4;V;3;V;3;V;1;V;10;V;16;V;36;V;24;V;26;V;9;V;6;V;11;V
28;79;18;7;28079018_7_8;2022;11;12;V;22;V;10;V;4;V;19;V;12;V;35;V;26;V;10;V;27;V;8;V;3;V;13;V;19;V;2;V;3;V;2;V;3;V;2;V;3;V;2;V;2;V;2;V;7;V;9;V;27;V;25;V;3;V;46;V;38;V;0;N
28;79;18;8;28079018_8_8;2022;1;47;V;48;V;49;V;31;V;20;V;37;V;45;V;41;V;20;V;26;V;46;V;48;V;54;V;51;V;54;V;53;V;69;V;73;V;77;V;47;V;39;V;44;V;45;V;49;V;43;V;54;V;60;V;59;V;60;V;63;V;65;V
28;79;18;8;28079018_8_8;2022;2;27;V;59;V;59;V;57;V;26;V;38;V;53;V;50;V;57;V;67;V;57;V;45;V;29;V;17;V;31;V;32;V;55;V;52;V;23;V;38;V;43;V;44;V;58;V;62;V;35;V;27;V;28;V;43;V;0;N;0;N;0;N
28;79;18;8;28079018_8_8;2022;3;41;V;22;V;43;V;22;V;27;V;14;V;27;V;23;V;41;V;40;V;26;V;15;V;15;V;29;V;44;V;35;V;18;V;22;V;24;V;13;V;26;V;19;V;25;V;34;V;24;V;19;V;19;V;27;V;27;V;31;V;20;V
28;79;18;8;28079018_8_8;2022;4;16;V;13;V;13;V;18;V;24;V;20;V;21;V;14;V;14;V;18;V;18;V;21;V;22;V;13;V;19;V;18;V;23;V;23;V;23;V;11;V;19;V;22;V;10;V;14;V;31;V;33;V;28;V;36;V;21;V;37;V;0;N
28;79;18;8;28079018_8_8;2022;5;22;V;15;V;16;V;14;V;21;V;19;V;16;V;20;V;29;V;30;V;35;V;23;V;34;V;35;V;18;V;23;V;20;V;32;V;29;V;20;V;20;V;14;V;12;V;13;V;13;V;12;V;20;V;20;V;20;V;11;V;25;V
28;79;18;8;28079018_8_8;2022;6;16;V;17;V;19;V;17;V;10;V;26;V;22;V;11;V;14;V;25;V;19;V;16;V;29;V;38;V;29;V;27;V;20;V;25;V;7;V;13;V;12;V;9;V;10;V;11;V;9;V;9;V;12;V;17;V;23;V;13;V;0;N
28;79;18;8;28079018_8_8;2022;7;16;V;13;V;11;V;21;V;26;V;18;V;13;V;21;V;21;V;18;V;24;V;22;V;42;V;26;V;28;V;20;V;26;V;18;V;15;V;26;V;24;V;22;V;24;V;21;V;12;V;19;V;13;V;18;V;22;V;12;V;24;V
28;79;18;8;28079018_8_8;2022;8;22;V;17;V;28;V;23;V;20;V;16;V;13;V;29;V;21;V;12;V;17;V;25;V;24;V;14;V;9;V;11;V;11;V;9;V;17;V;19;V;21;V;17;V;17;V;25;V;18;V;10;V;17;V;11;V;16;V;25;V;13;V
28;79;18;8;28079018_8_8;2022;9;24;V;13;V;9;V;13;V;20;V;13;V;15;V;14;V;18;V;23;V;37;V;28;V;15;V;20;V;21;V;29;V;24;V;18;V;22;V;30;V;34;V;26;V;22;V;21;V;7;V;15;V;31;V;30;V;17;V;24;V;0;N
28;79;18;8;28079018_8_8;2022;10;36;V;39;V;60;V;63;V;54;V;35;V;42;V;35;V;24;V;39;V;31;V;24;V;35;V;47;V;37;V;39;V;37;V;47;V;32;V;22;V;20;V;18;V;15;V;32;V;39;V;53;V;49;V;50;V;41;V;37;V;35;V
28;79;18;8;28079018_8_8;2022;11;35;V;40;V;25;V;26;V;40;V;36;V;46;V;51;V;28;V;45;V;35;V;24;V;34;V;27;V;14;V;14;V;11;V;15;V;11;V;16;V;10;V;14;V;14;V;27;V;28;V;45;V;38;V;19;V;52;V;54;V;0;N
28;79;18;10;28079018_10_47;2022;1;22;V;19;V;25;V;17;V;4;V;9;V;12;V;12;V;5;V;6;V;9;V;9;V;14;V;15;V;18;V;25;V;28;V;24;V;22;V;12;V;9;V;10;V;13;V;11;V;8;V;14;V;16;V;16;V;13;V;13;V;18;V
28;79;18;10;28079018_10_47;2022;2;8;V;15;V;20;V;25;V;15;V;8;V;15;V;13;V;19;V;26;V;35;V;28;V;23;V;5;V;8;V;8;V;19;V;23;V;7;V;10;V;13;V;8;V;14;V;19;V;10;V;9;V;11;V;18;V;0;N;0;N;0;N
28;79;18;10;28079018_10_47;2022;3;17;V;11;V;12;V;3;V;6;V;5;V;6;V;7;V;13;V;14;V;10;V;6;V;6;V;27;V;236;V;86;V;18;V;8;V;13;V;14;V;8;V;6;V;10;V;11;V;18;V;13;V;20;V;36;V;51;V;23;V;17;V
28;79;18;10;28079018_10_47;2022;4;8;V;4;V;8;V;10;V;15;V;12;V;17;V;14;V;15;V;16;V;26;V;16;V;12;V;16;V;25;V;18;V;13;V;17;V;25;V;6;V;11;V;12;V;8;V;9;V;12;V;19;V;19;V;19;V;21;V;47;V;0;N
28;79;18;10;28079018_10_47;2022;5;44;V;20;V;13;V;19;V;18;V;13;V;16;V;17;V;24;V;27;V;37;V;28;V;32;V;46;N;40;V;35;V;26;V;35;V;48;N;35;V;36;V;34;V;13;V;14;V;14;V;14;V;13;V;24;V;26;V;20;V;22;V
28;79;18;10;28079018_10_47;2022;6;22;V;18;V;19;V;18;V;9;V;20;V;19;V;16;V;13;V;20;V;29;V;22;V;39;V;77;V;103;V;63;V;49;V;52;V;23;V;22;V;20;V;13;V;12;V;14;V;14;V;14;V;18;V;19;V;23;V;15;V;0;N
28;79;18;10;28079018_10_47;2022;7;25;N;57;N;64;N;11;N;27;N;57;N;13;N;18;N;24;N;25;N;28;N;30;N;34;N;55;N;38;N;32;N;28;N;34;N;26;N;30;N;39;N;46;N;22;N;31;N;35;N;39;N;55;N;30;N;28;N;105;N;109;N
28;79;18;10;28079018_10_47;2022;8;62;N;103;N;87;N;24;N;25;N;23;N;22;N;24;N;33;N;33;N;51;N;79;N;84;N;21;N;18;N;33;N;12;V;11;V;9;V;16;V;16;V;15;V;19;V;34;V;34;V;28;V;25;V;29;V;55;V;22;V;23;V
28;79;18;10;28079018_10_47;2022;9;20;V;15;V;14;V;12;V;18;V;19;V;19;V;23;V;18;V;15;V;29;V;49;V;48;V;20;V;27;V;31;V;4;V;20;V;46;V;47;V;29;V;23;V;17;V;8;V;7;V;11;V;16;V;19;V;8;V;10;V;0;N
28;79;18;10;28079018_10_47;2022;10;15;V;17;V;27;V;55;V;75;V;41;V;33;V;43;V;29;V;44;V;43;V;10;V;12;V;31;V;22;V;28;V;42;V;50;V;48;V;20;V;28;V;26;V;29;V;21;V;17;N;38;N;39;V;44;V;29;V;34;V;26;V
